Idade,Gênero,Renda_Mensal,Nu_de_E-mails_Enviados,Num_de_E-mails_Abertos,Tempo_no_Site_(min),Valor_Gasto
26,1,4903,7,1,46,498.58
34,1,4837,10,7,33,616.6
28,0,3155,9,5,58,491.91
49,1,1828,1,1,8,264.35
27,1,3974,1,1,11,370.86
39,1,1626,3,0,45,468.07
34,0,2547,9,8,19,359.3
21,1,4413,1,1,3,426.61
65,1,2325,1,1,14,376.23
69,0,2994,5,5,3,412.24
64,1,3436,8,6,4,443.73
42,0,1839,2,0,9,327.51
38,1,2144,4,2,43,521.12
54,0,4158,6,4,43,573.07
55,0,3675,1,0,39,520.19
66,1,1824,4,2,35,455.16
18,1,3839,4,2,34,454.41
42,0,3037,9,4,58,500.68
68,0,1643,9,3,0,207.74
53,1,2246,6,4,17,496.35
34,1,1669,8,8,51,476.25
58,1,2691,10,4,56,587.78
41,1,1814,4,3,30,398.01
19,0,3883,10,3,45,484.13
57,0,2181,8,0,48,482.24
32,0,1476,3,1,5,149.34
49,1,3649,2,1,5,387.72
56,1,2361,6,3,41,572.17
23,0,1584,5,0,18,278.53
18,0,4218,8,3,31,418.52
64,0,4087,1,0,41,567.92
40,0,4020,10,0,56,503.69
56,0,2662,3,1,29,364.01
34,0,4460,7,7,25,427.31
51,1,2823,10,6,2,360.86
58,0,3860,4,1,32,436.04
46,0,2049,10,10,49,463.42
26,0,2360,5,0,30,300.7
30,0,3672,8,2,46,407.17
23,0,3512,1,1,19,392.96
23,0,4083,1,1,3,247.27
37,0,3106,7,7,31,503.57
69,1,2163,9,4,17,396.55
20,0,2073,4,4,9,168.9
34,1,3598,8,7,21,531.68
66,1,3877,10,9,53,735.29
29,1,1554,7,4,50,570.05
65,0,3317,2,0,16,352.52
64,0,3968,5,0,41,509.15
62,0,4109,9,4,56,699.69
18,0,1897,9,2,3,216.44
34,0,2403,3,2,56,495.82
20,0,2872,3,1,36,540.36
43,0,4002,2,2,6,322.07
32,0,1704,7,6,50,395.73
53,0,3055,6,6,50,518.62
49,0,4767,5,3,7,387.61
49,1,4130,7,7,0,500.44
21,0,2249,4,2,55,440.13
35,0,2449,5,0,7,305.75
66,0,4093,9,6,18,508.37
36,1,3162,9,1,16,424.27
60,0,1683,4,2,40,443.51
69,0,2460,6,6,51,594.96
52,1,3370,2,1,54,640.14
57,0,3781,3,3,47,539.71
31,1,2217,9,4,8,275.06
50,1,3116,6,3,50,603.28
31,1,4586,8,0,15,513.36
51,1,3301,5,5,52,550.01
21,0,2294,2,0,57,340.24
41,1,4523,7,0,58,634.96
46,1,3694,6,4,44,638.24
36,0,2243,2,0,50,436.72
23,0,2524,6,2,36,313.73
50,0,4583,8,0,26,463.1
66,1,3603,1,1,1,290.5
57,0,3452,4,3,35,523.05
36,1,2517,1,1,11,297.39
18,1,4048,2,0,49,529.3
22,0,3006,1,1,34,395.66
44,0,3688,6,6,30,492.68
33,0,3038,6,0,52,450.84
23,0,3301,1,0,56,542.73
57,0,4878,4,1,18,497.75
30,0,4996,4,0,25,346.09
65,1,3216,8,1,53,604.29
52,1,2632,6,3,35,436.59
36,0,1685,2,2,3,127.85
29,1,2001,5,1,47,479.81
33,1,4112,4,4,42,550.64
60,1,1994,10,6,30,472.56
27,1,2379,4,2,57,494.47
42,1,3402,8,1,57,617.61
37,1,3831,5,5,12,459.47
48,0,4563,3,1,52,702.66
21,0,2670,10,5,42,426.45
61,0,2722,4,2,38,395.68
40,1,4278,1,1,58,618.71
19,0,1983,6,0,45,404.5
39,0,1956,10,4,3,192.17
68,0,2872,4,0,39,400.49
54,1,1538,6,2,43,432.31
25,0,2144,2,1,12,200.53
24,1,1828,5,2,56,435.27
31,0,2049,9,7,40,445.32
20,0,1452,8,1,8,158.65
67,0,2198,3,3,1,318.39
33,1,4952,1,0,34,511.31
36,1,1708,10,8,52,575.3
68,1,3032,3,2,11,387.99
35,1,1453,8,5,16,266.17
69,1,4091,3,0,3,380.4
33,0,4762,5,3,58,543.19
25,0,4942,2,2,13,471.51
50,1,1444,1,1,20,339.32
66,1,2711,10,9,40,567.78
29,0,4124,5,1,7,290.32
28,1,4573,5,0,32,372.13
22,0,2027,6,2,44,457.07
44,1,2359,2,1,27,467.78
29,0,2959,9,0,2,221.33
34,1,1571,2,0,13,277.52
23,1,3364,2,1,18,300.82
50,0,3917,5,0,58,526.1
22,0,3143,9,3,5,171.29
45,1,3858,4,2,35,519.85
31,1,3254,6,0,19,422.75
22,0,3209,2,0,0,185.29
50,1,4574,4,4,59,731.08
67,0,3144,9,8,9,465.14
65,0,1992,2,1,12,218.39
58,1,4949,1,1,11,570.73
36,0,1631,4,2,10,281.42
39,0,4902,4,0,35,523.79
22,1,1790,1,1,16,319.7
19,0,3161,4,0,46,474.6
47,0,4389,3,0,52,588.08
64,0,2882,2,1,28,493.51
56,0,2375,10,9,2,308.12
21,1,2581,4,1,28,394.14
50,0,1644,8,5,9,343.28
30,1,2806,7,1,52,385.74
37,0,2333,9,0,45,437.55
24,1,3693,8,4,18,448.88
32,0,4185,1,0,52,447.83
40,1,1778,2,2,3,267.99
31,0,1892,2,0,56,396.91
40,0,3008,8,5,45,525.24
36,0,4846,4,2,37,514.55
46,0,4049,9,3,11,332.13
37,1,4994,2,0,30,579.18
46,1,2530,4,1,57,542.58
41,0,3277,1,0,1,264.35
35,1,3446,3,1,48,608.0
27,0,1627,6,5,0,139.52
58,0,2136,9,0,16,303.2
25,1,3251,1,0,24,357.78
43,1,2123,5,5,4,298.54
46,1,3299,2,2,47,669.75
27,0,3237,7,1,13,313.69
34,0,2396,4,3,51,488.48
19,1,2570,5,3,9,317.7
23,0,2518,8,1,20,303.41
22,1,1802,2,1,24,222.81
45,1,2482,3,1,34,558.94
58,1,1803,5,5,2,242.93
22,1,4177,10,1,59,694.48
35,1,1796,4,3,17,355.7
43,1,3840,5,3,55,642.04
37,0,4560,3,0,54,556.73
58,0,2694,9,6,49,685.96
66,1,4063,8,5,35,640.37
44,1,2345,6,3,38,476.13
66,1,3382,1,1,32,494.34
29,0,1810,4,2,47,370.74
24,1,3559,7,2,16,378.48
20,1,4984,10,9,39,577.67
27,1,1794,5,5,5,302.68
51,0,4166,4,1,33,453.02
42,1,4675,9,9,25,633.0
52,0,4828,8,8,41,679.53
33,0,3469,3,2,30,406.68
19,1,3723,6,2,48,563.17
41,0,4751,4,3,50,631.07
27,0,4291,7,2,27,350.43
55,0,4089,1,1,35,586.03
39,1,4221,1,1,12,396.26
43,0,3654,6,0,20,403.48
60,1,4021,10,1,58,707.23
56,1,2842,7,1,25,314.62
44,1,4779,9,5,50,644.1
46,0,3325,7,3,30,480.27
64,1,3556,9,5,15,483.91
55,0,3921,10,0,30,490.5
37,0,2169,9,5,12,297.07
44,0,3546,8,8,29,551.77
58,0,2402,7,7,31,466.8
37,1,3536,3,2,4,412.0
61,1,3324,3,1,11,354.2
36,0,3151,5,4,38,453.17
37,1,2918,7,4,58,570.23
52,1,4629,10,3,40,634.88
64,1,2072,7,5,36,497.67
19,0,3440,1,0,3,213.52
47,1,2546,8,4,41,481.06
51,0,3437,1,0,47,485.81
39,1,2176,4,1,42,456.29
20,0,4137,2,2,28,305.78
23,0,4780,5,2,40,389.91
32,0,4909,6,6,55,647.41
44,1,3084,4,4,4,213.74
27,0,4250,4,4,56,576.84
26,1,4817,7,3,10,403.99
50,0,2958,4,3,29,450.0
49,1,1994,2,2,8,274.1
65,0,2082,4,1,48,562.58
23,1,3163,7,4,27,471.56
58,0,1949,1,1,21,252.84
53,0,3233,4,1,10,313.43
19,0,2597,6,2,20,364.21
46,1,1841,8,7,5,294.17
21,0,3049,8,4,25,356.81
18,0,4552,9,8,15,488.81
36,0,3592,5,4,50,514.57
43,0,1600,2,0,13,287.15
42,1,3158,3,2,34,436.4
27,0,3113,2,0,41,270.27
32,0,4032,9,6,52,647.03
39,1,3738,6,4,54,646.84
68,1,4913,1,0,35,631.88
65,1,3060,3,3,21,413.35
38,0,4001,7,2,52,505.38
39,1,3423,7,3,1,391.67
53,1,2596,5,1,12,367.96
51,1,4205,3,2,10,426.38
47,0,4358,7,3,11,407.95
42,0,3912,5,1,32,525.03
62,0,4348,6,4,21,522.58
45,1,2262,3,1,52,499.37
18,0,1581,6,6,8,144.88
66,1,2241,7,5,43,588.45
62,1,4157,8,6,6,425.65
21,1,2492,2,0,16,237.48
24,0,2675,2,0,9,292.54
66,1,2180,6,1,37,529.62
26,1,1769,8,8,58,579.73
53,0,3660,5,1,38,427.08
36,1,3903,1,1,50,666.61
18,1,4286,1,1,45,586.74
27,1,2737,10,1,24,355.66
53,0,4589,9,3,26,469.69
26,1,3560,4,1,29,438.92
62,0,2532,10,0,29,371.68
63,0,3100,1,1,42,611.59
59,1,4397,8,4,33,573.57
49,1,3488,2,2,32,449.01
49,1,2941,2,2,31,549.47
23,1,4124,1,0,57,558.75
65,0,2873,1,0,41,517.97
55,0,2814,9,7,11,409.47
34,1,1484,1,1,40,399.27
27,0,1665,6,5,22,248.6
67,1,3346,7,3,57,663.89
44,1,1927,4,3,28,345.86
67,1,4208,5,4,42,643.21
52,1,2455,4,1,0,325.39
69,0,3060,4,3,19,501.89
38,0,3994,10,3,9,296.31
42,1,1832,1,1,18,313.08
45,1,3905,6,1,58,609.01
64,0,2290,10,6,22,426.19
32,0,1547,10,8,20,245.26
21,0,4988,7,4,56,564.97
46,1,2736,7,1,42,414.2
26,0,3044,8,8,34,382.28
44,1,1444,7,0,58,467.18
43,1,4106,6,0,47,659.84
36,0,3202,8,4,31,444.48
45,1,1689,3,3,53,522.7
34,0,3592,9,9,9,449.94
60,1,2161,3,0,1,302.23
58,1,3585,4,4,50,659.13
59,1,3804,10,10,35,609.55
67,1,1428,6,3,47,488.53
37,1,4283,8,6,5,357.59
62,1,4021,3,0,42,555.0
57,0,4106,10,10,16,485.27
56,0,4089,6,6,14,463.69
66,1,2813,5,5,53,635.81
40,0,2229,5,5,35,398.2
64,1,3519,5,1,23,433.37
49,0,3072,9,7,56,621.56
69,0,1878,7,1,39,412.01
64,1,2039,9,2,55,592.64
50,0,3850,9,9,28,426.84
63,1,4395,6,6,49,717.57
22,0,4144,6,1,13,363.55
60,1,2622,4,3,57,647.08
65,0,3957,8,5,1,373.01
51,1,2011,2,2,47,553.32
57,0,3150,5,4,21,352.85
28,1,2796,1,1,46,481.34
67,0,3258,10,1,52,557.23
20,1,3267,2,1,5,340.17
50,0,3908,1,0,8,234.38
28,1,3299,6,3,11,303.04
33,0,2091,2,0,41,462.91
35,1,4664,4,4,38,461.67
47,1,3247,5,5,4,417.07
65,1,3589,7,6,57,669.43
27,1,1560,10,9,54,554.74
35,0,2907,1,0,39,481.04
55,0,2229,5,4,58,566.11
36,0,3156,4,4,43,556.53
53,1,3058,7,2,0,304.28
30,1,4407,10,9,9,447.34
63,1,3959,7,7,10,533.29
20,1,3084,8,6,26,412.23
27,1,2790,4,0,22,383.37
55,0,3351,4,2,19,451.74
18,0,4694,10,0,4,334.12
44,0,2069,5,3,12,202.5
63,1,2465,5,4,49,567.18
25,1,1988,3,1,9,268.49
68,1,4507,5,1,52,669.16
63,1,4443,5,0,56,682.12
59,1,2134,8,1,48,539.45
34,1,3681,7,3,50,555.72
26,1,4061,8,8,35,550.38
23,0,3053,5,1,40,349.6
60,0,2095,2,1,49,455.86
42,1,2153,8,3,15,270.32
56,1,4384,9,2,6,437.02
66,1,4039,2,1,31,539.29
45,0,3860,1,1,24,367.21
50,0,3457,6,0,43,577.11
54,1,4360,3,0,25,488.73
26,0,3039,1,0,35,393.28
35,0,3971,6,1,52,506.62
38,0,3547,8,8,27,447.63
19,1,2900,9,2,43,484.22
60,0,1461,6,2,11,251.44
55,0,1514,6,3,25,340.87
57,1,1779,1,1,3,318.29
53,1,2347,5,0,43,462.45
67,0,4975,3,1,22,436.14
60,1,3126,7,5,39,494.99
54,0,3214,9,8,23,535.62
32,0,4751,6,6,30,558.11
45,1,2832,5,4,29,499.39
35,1,4803,7,4,2,388.35
51,0,4932,9,8,15,436.95
39,1,3212,5,3,33,469.48
28,1,4959,5,5,37,584.28
30,0,4357,10,3,27,386.27
21,0,4368,4,3,48,456.92
39,0,4723,5,3,43,472.63
24,0,3717,7,2,40,486.72
60,0,3407,3,0,47,465.08
41,0,3379,4,1,6,306.42
21,1,1801,9,8,7,277.16
45,1,2778,2,2,6,358.38
32,0,2184,8,2,52,469.99
18,1,4213,9,8,36,545.05
20,1,4870,5,1,54,620.02
31,0,1805,7,6,6,236.73
55,1,2094,6,6,49,538.93
67,1,1681,1,1,17,412.05
18,0,1560,8,2,47,347.85
55,1,4863,9,3,38,618.81
55,1,2222,10,5,20,350.34
38,0,1439,1,1,33,336.65
65,1,4632,8,3,48,651.07
46,1,4903,3,3,56,673.31
22,1,3739,6,1,26,378.97
66,0,2617,10,6,7,351.65
27,0,1577,8,5,33,247.53
45,1,3476,5,1,17,442.92
38,1,2585,8,4,50,543.32
67,0,1750,7,5,51,503.14
24,0,2480,7,4,40,334.59
20,1,4985,7,3,11,445.9
62,0,2253,9,8,21,389.93
64,1,1600,6,2,50,593.3
37,1,2062,6,2,39,466.42
36,0,4544,9,1,21,490.93
52,0,1705,6,0,7,231.1
21,1,3269,7,6,41,574.34
22,1,4516,7,7,27,547.94
18,0,2734,2,0,49,395.15
21,1,3874,8,2,46,545.06
29,0,3059,6,0,55,444.25
44,0,2214,4,2,31,477.14
59,0,1842,7,0,10,255.06
40,0,2930,8,2,20,347.81
42,0,4583,1,1,25,467.65
38,1,4506,10,1,13,371.95
69,0,4903,4,4,14,559.22
41,0,4907,4,3,13,371.08
42,0,1898,10,2,11,191.33
62,0,1500,9,3,35,395.67
63,0,4692,6,5,2,356.64
49,0,1682,4,1,43,485.2
49,0,3368,1,0,56,534.86
22,1,3184,8,5,57,427.14
53,1,2311,9,1,6,321.55
63,1,4889,5,5,38,688.13
59,1,3156,5,3,53,599.73
66,0,1689,10,4,56,468.66
59,1,3412,8,6,50,643.43
56,0,3665,8,6,45,556.16
33,1,4372,5,5,0,335.82
50,1,3787,4,1,38,486.16
66,0,3045,6,6,24,472.06
38,0,4317,10,5,30,537.0
26,1,4336,5,5,21,496.88
23,1,2273,8,3,9,198.25
68,1,3795,9,2,17,511.52
62,1,2017,1,0,12,373.47
52,0,4051,9,2,7,431.23
56,1,2473,9,2,8,298.16
39,1,2425,6,0,57,531.42
58,1,4711,10,2,14,519.93
22,1,2918,5,2,7,268.52
59,1,4617,7,1,56,716.45
40,0,2119,8,5,32,394.75
34,0,2389,9,7,34,385.13
29,0,4873,9,7,18,423.59
40,0,3229,10,9,29,538.91
33,0,3884,3,3,8,280.38
20,1,4046,8,8,18,403.9
47,0,2217,1,0,46,452.07
39,0,2945,7,6,45,508.72
26,1,2131,5,1,25,277.97
46,0,4910,2,2,0,331.53
64,0,2360,2,2,2,235.16
54,0,4114,8,3,33,476.62
40,0,1885,5,1,24,430.5
30,1,1979,3,1,29,348.82
49,1,4844,1,1,0,356.14
63,0,3670,7,1,58,710.59
69,1,4662,3,0,17,550.51
64,0,2493,7,3,32,478.89
65,1,4556,2,0,8,406.15
40,1,1626,4,1,6,310.87
62,1,2311,2,0,29,475.36
34,1,3213,4,0,12,346.0
57,1,3394,5,4,16,367.88
38,1,2508,8,1,12,320.4
19,1,3926,2,1,12,440.8
54,1,2706,10,3,41,539.32
23,1,4982,3,3,59,651.28
61,1,3813,10,6,37,596.23
35,1,2669,5,4,36,465.49
47,0,4802,9,3,9,369.12
39,1,4502,10,4,13,456.04
50,0,4084,5,4,42,626.34
47,1,3831,9,7,4,492.02
34,0,1595,4,0,35,285.03
60,0,4760,10,7,34,661.79
49,0,2085,5,4,45,505.31
59,1,4214,9,7,44,700.37
68,1,4628,4,4,55,754.0
31,1,3093,5,4,22,370.13
27,1,4564,5,1,4,341.92
64,0,3781,4,1,43,583.7
68,1,1846,4,1,56,507.96
53,1,2478,5,2,27,382.86
51,1,2748,6,1,22,424.71
26,1,3752,7,2,41,475.12
59,1,2099,6,5,33,529.14
45,1,2299,1,0,30,367.24
28,1,1480,2,1,6,232.22
31,1,3515,7,3,6,364.15
56,0,4090,3,1,3,317.4
64,0,4687,10,6,43,625.37
36,1,1831,2,0,31,334.55
32,1,4026,6,6,27,509.37
45,1,4009,4,4,55,607.37
41,1,1654,5,1,3,228.52
25,0,4684,6,4,38,551.62
60,0,4207,3,1,51,538.51
26,1,2909,1,0,44,443.1
64,0,3986,3,1,7,398.21
50,0,3091,3,0,13,215.67
50,1,3536,6,2,29,584.58
36,1,3420,4,3,2,385.26
20,1,2913,7,3,1,193.73
27,0,1851,2,0,9,86.34
57,0,2698,4,1,5,285.38
64,1,2620,8,8,54,602.99
59,1,2490,6,3,6,400.57
18,0,2743,10,3,15,297.85
46,0,3975,3,2,5,341.92
67,1,4782,10,9,15,559.59
51,0,2665,2,2,26,465.25
68,1,4860,3,3,55,771.67
30,1,4769,1,1,11,443.61
18,0,4621,1,1,21,442.05
51,0,4961,2,0,14,369.11
46,0,2026,3,3,21,392.54
65,1,4490,9,9,34,651.27
64,1,4135,8,2,59,716.49
30,1,4902,9,2,47,602.28
65,1,4955,7,5,49,628.86
66,1,1831,7,7,14,461.42
46,1,3312,5,0,22,326.38
56,0,1687,7,3,37,363.02
41,1,2996,4,4,48,539.16
43,1,4067,5,5,1,296.67
34,1,4030,1,1,1,279.47
24,1,3178,4,1,48,519.14
30,0,3124,3,3,18,318.87
22,1,3549,2,0,4,278.24
43,0,3741,2,1,3,252.3
66,0,2606,8,0,27,399.61
20,1,4097,1,1,17,373.59
24,1,2222,8,0,39,322.05
66,0,2790,9,6,40,521.45
56,0,4687,6,5,55,609.25
18,1,2724,1,1,54,547.08
66,0,4327,10,2,57,633.77
34,1,3921,7,3,49,715.13
60,1,2161,5,3,30,506.4
42,0,2608,9,7,21,382.89
20,1,1712,7,7,10,324.57
32,1,2011,5,0,47,345.06
46,1,1940,2,0,15,362.12
60,0,3599,4,0,3,273.94
49,0,1689,2,1,20,296.94
43,0,2074,9,0,40,353.32
33,1,3970,2,2,44,523.43
42,0,2781,2,0,24,333.99
45,0,4623,2,1,19,429.99
26,0,3573,1,1,7,274.3
18,1,1991,9,5,42,445.45
46,1,2942,8,4,52,507.82
39,0,2801,2,0,8,374.65
33,0,2102,2,1,17,277.7
58,0,2048,5,3,30,420.28
68,1,4880,4,0,51,668.0
61,0,3260,2,2,34,431.29
68,1,3457,8,8,54,716.4
58,1,2234,8,3,29,467.16
24,1,3285,4,4,17,452.34
31,0,2286,4,3,18,400.18
46,0,2351,9,8,40,563.4
36,1,3094,4,3,23,333.37
36,1,2353,10,9,49,551.63
19,1,4594,9,3,21,469.49
58,1,3310,3,3,47,576.49
62,0,3817,2,2,13,397.66
32,0,4721,8,3,18,312.79
20,1,3462,3,0,59,603.81
28,1,3158,2,2,28,330.13
63,1,3863,8,7,21,465.53
47,0,1436,8,4,29,300.07
57,1,3278,5,0,14,393.02
35,0,3968,9,7,20,357.26
68,1,4155,6,5,25,515.73
65,0,4948,5,1,35,619.85
19,0,1472,3,3,11,190.98
49,1,4991,7,3,6,479.23
25,0,1534,9,0,10,114.89
39,0,2932,4,3,57,536.91
23,0,3514,7,3,38,434.91
29,0,2598,3,0,19,243.14
64,1,4433,2,0,34,567.1
57,1,3134,1,1,3,251.09
53,1,2474,6,5,1,356.63
32,1,2518,5,3,19,344.93
45,1,3142,2,1,46,524.24
69,0,1957,3,3,19,403.44
66,0,3572,9,4,11,427.2
62,0,3884,3,1,52,572.28
35,0,4377,7,7,16,383.02
19,1,3689,1,1,17,433.88
30,1,4766,7,3,39,506.29
62,0,4376,9,8,23,569.27
32,1,2722,8,2,7,225.23
37,0,1566,7,1,36,388.19
46,0,3624,10,3,55,628.73
59,1,4421,8,0,40,493.42
46,1,4665,4,2,29,562.72
20,1,2674,2,0,19,337.03
36,1,4108,9,3,51,647.55
20,1,2774,3,2,22,376.96
31,1,2349,4,4,36,401.33
57,1,1923,7,1,58,549.29
21,0,2343,2,1,9,297.38
69,1,3725,8,2,32,498.86
28,0,1598,10,6,23,327.04
48,0,4523,8,2,35,574.71
60,1,3257,5,5,55,608.31
49,0,4976,9,9,15,440.96
44,1,3114,8,0,49,475.39
47,0,1802,1,0,27,338.85
60,0,2695,9,7,11,316.02
19,0,2066,5,3,19,259.53
66,1,3151,9,8,46,718.11
26,0,1587,9,2,17,233.78
45,0,4233,10,7,36,512.76
48,0,2175,10,1,57,506.02
51,1,4812,3,0,25,514.17
32,0,2342,8,0,45,428.73
65,1,2635,7,3,55,697.71
42,0,2122,7,1,58,509.94
53,0,4679,10,6,6,531.64
25,0,4285,2,1,42,507.02
26,1,4048,2,1,46,506.03
54,0,3990,2,1,20,531.92
65,0,2497,2,0,42,458.61
62,0,2762,4,0,31,364.36
56,0,3341,7,4,6,465.24
49,1,1692,2,2,52,475.94
69,0,3375,5,1,22,388.13
34,0,3197,7,2,19,315.28
52,0,3686,9,3,19,421.53
54,0,4098,8,5,31,564.44
36,1,2493,9,8,25,319.21
61,0,4380,7,3,35,592.33
46,0,1888,3,2,58,468.67
24,1,4859,1,1,23,445.31
45,0,2127,10,6,0,342.11
26,0,1654,7,3,57,460.37
45,0,3826,6,5,52,613.69
23,1,2347,2,2,27,365.92
46,0,2935,1,0,25,401.93
34,1,2249,10,10,33,576.35
33,1,4735,4,1,25,364.0
40,1,4365,4,3,35,607.48
48,1,2757,6,6,4,441.2
20,1,3835,5,5,55,631.8
38,1,3440,9,6,1,329.13
43,1,2844,8,5,31,425.59
53,0,4170,9,1,33,607.59
59,0,4971,10,6,49,626.3
54,1,3802,7,7,29,638.98
39,1,1651,9,7,23,415.08
59,1,1550,3,2,27,502.79
29,1,4605,9,3,45,577.34
59,1,1831,2,0,2,189.17
30,1,2996,9,8,52,599.91
28,0,1715,6,4,49,352.43
33,0,3574,4,1,53,653.55
25,1,3802,2,0,9,366.57
57,1,2686,10,2,5,382.21
57,1,3438,3,1,33,549.84
62,0,1418,5,1,30,320.22
19,1,4190,9,9,51,635.9
47,0,3638,7,4,42,531.42
47,0,2580,3,1,49,575.19
29,0,1827,4,2,45,336.5
27,1,4125,2,0,57,558.82
61,1,2556,8,3,51,566.65
28,0,2559,6,4,12,250.27
32,0,1561,3,1,58,369.1
33,0,3856,5,4,38,353.56
34,0,3840,5,1,52,438.66
43,1,3215,1,1,57,646.7
19,0,2250,5,2,19,265.09
67,1,3460,6,4,31,593.78
29,0,3108,10,3,9,259.27
68,1,1655,10,2,25,408.83
43,0,3322,2,0,18,422.76
40,1,2833,3,1,28,499.29
35,1,2686,10,3,12,391.4
49,1,2290,5,0,53,537.62
66,0,4782,3,0,33,562.0
55,1,4219,5,2,19,504.48
64,0,4413,5,5,43,605.3
20,1,2732,8,0,39,401.38
55,1,2388,10,9,17,510.52
20,0,2935,9,4,56,441.97
47,1,2550,8,7,33,580.87
18,1,3460,3,2,47,500.23
47,0,1964,1,0,7,161.5
62,1,1893,3,3,15,346.37
49,1,2011,1,0,39,399.83
45,1,4222,9,3,22,462.32
38,1,4993,3,2,31,520.95
63,0,3794,8,5,12,394.02
30,1,3924,6,6,25,475.8
44,1,2576,3,1,37,458.56
53,1,1994,9,6,0,353.89
24,1,1548,8,8,1,248.15
39,1,2415,3,0,38,455.05
27,1,3394,7,1,12,344.08
56,1,3046,5,2,26,491.33
32,1,4409,2,1,3,361.78
32,0,2098,8,4,40,376.56
21,0,3626,1,1,50,437.39
49,0,4826,4,2,19,464.81
40,0,2845,4,1,2,305.92
23,1,3204,10,5,22,404.74
41,1,2321,5,0,1,218.01
37,0,3171,4,4,15,334.74
54,0,3446,1,0,9,297.23
37,0,4339,7,7,27,462.6
29,1,2253,10,7,43,433.47
50,1,3524,2,0,17,398.98
45,0,3016,10,3,1,287.59
25,0,4550,3,2,13,308.4
18,0,3892,5,0,43,401.68
54,0,4533,8,4,19,422.25
39,0,2749,10,4,55,461.12
23,1,4792,8,1,55,572.82
38,0,1526,2,0,55,417.41
49,1,1980,9,3,39,404.9
52,0,4825,6,2,22,468.37
32,0,2965,9,1,53,452.08
22,1,4101,4,2,59,567.6
63,0,1906,3,3,6,300.16
67,1,4752,5,3,44,639.59
65,1,4400,5,0,46,606.5
23,0,4563,4,1,13,414.05
42,0,4939,7,6,36,524.95
63,1,4782,8,4,7,568.39
57,1,4427,5,4,49,652.96
46,0,2233,9,8,4,246.84
24,1,3661,7,7,22,433.35
57,0,4986,7,5,40,616.74
30,1,4108,8,2,9,443.13
55,0,4968,4,4,48,678.34
35,1,3020,10,9,26,494.2
19,1,1971,6,5,56,579.55
25,0,2453,5,3,34,278.6
28,1,3937,1,1,0,325.32
50,1,3947,9,7,6,462.85
55,1,4442,2,1,46,638.21
65,1,4238,6,5,50,611.39
44,1,2881,8,3,7,296.2
37,1,1751,3,1,10,263.23
29,1,2966,5,3,33,507.04
60,0,2023,7,6,51,631.91
48,1,3575,4,2,27,446.53
44,1,3293,5,1,33,412.16
49,0,1485,1,0,42,423.04
27,1,4752,4,2,19,587.32
20,1,3575,7,5,27,509.1
62,0,3121,10,2,48,502.62
44,1,3173,7,7,41,714.71
52,1,3104,10,3,36,553.54
48,0,4647,10,3,2,328.8
32,0,3446,4,1,8,383.02
33,1,2657,6,4,51,500.35
30,1,1537,5,5,21,310.8
66,0,2068,1,1,24,401.73
52,1,2611,8,0,1,288.3
69,0,3408,7,7,22,490.25
28,0,4123,5,3,50,544.08
38,0,4858,10,7,16,524.62
68,1,2402,10,2,56,489.88
28,0,4477,7,0,24,414.08
47,0,2270,10,9,11,337.99
65,0,2933,3,0,26,369.03
52,1,3544,8,0,19,388.44
39,1,3311,5,4,8,241.69
55,1,2818,2,0,22,370.98
48,0,2044,2,0,35,437.72
31,1,3076,4,4,27,482.4
41,1,2898,7,6,49,572.33
67,0,3910,10,4,47,533.94
66,0,3977,4,0,28,511.94
49,1,4305,9,3,52,718.74
53,1,2106,2,0,55,588.01
49,0,4009,6,0,41,455.01
32,1,2340,4,3,57,502.76
60,0,1527,6,5,53,594.15
52,0,2443,10,0,31,320.69
20,1,2653,9,3,11,331.56
33,1,3154,10,6,29,389.81
22,1,3025,9,0,59,525.23
38,1,3315,9,7,10,441.01
27,0,3863,9,1,36,435.65
36,1,1715,3,3,19,358.95
42,1,2902,9,3,10,297.79
21,1,3387,3,3,47,485.35
46,0,4199,10,0,46,556.04
36,1,1499,3,2,37,436.79
60,1,2445,5,3,44,553.24
19,0,1719,6,4,15,286.3
27,0,3893,9,8,58,535.79
60,0,2213,1,0,34,377.34
42,0,1575,8,2,49,518.88
37,0,4722,4,3,0,404.27
65,1,4800,10,9,24,661.68
36,0,2407,7,6,48,484.58
40,0,4115,6,5,26,517.49
41,0,2770,6,5,51,546.96
28,0,3477,7,4,31,348.98
63,0,2506,4,4,5,366.09
51,0,2610,6,3,40,419.2
45,0,3289,3,2,35,487.43
22,0,3235,5,2,38,334.95
22,1,2222,2,1,22,405.05
68,1,3798,3,1,28,512.16
38,1,3707,9,8,29,480.88
29,0,4676,6,2,21,382.37
67,0,4902,3,2,56,662.26
21,0,2760,2,2,10,249.71
66,1,3765,5,0,25,561.16
59,0,3215,10,7,22,462.26
37,0,3663,5,0,2,158.6
55,0,4312,1,1,47,509.11
42,1,4606,3,3,5,557.18
31,1,3005,7,1,6,309.02
28,0,3906,9,0,43,513.84
49,1,4172,5,3,38,561.18
28,0,4974,4,1,53,529.47
35,0,1844,3,0,50,388.14
44,1,3059,10,0,21,402.37
35,1,2563,9,1,47,470.14
40,1,2233,7,5,49,632.57
28,1,2482,7,1,41,414.29
38,0,1916,8,1,32,289.06
61,0,1526,10,7,39,503.74
22,1,2851,1,1,2,303.15
